customer_id,age,occupation_status,years_employed,annual_income,credit_score,credit_history_years,savings_assets,current_debt,defaults_on_file,delinquencies_last_2yrs,derogatory_marks,product_type,loan_intent,loan_amount,interest_rate,debt_to_income_ratio,loan_to_income_ratio,payment_to_income_ratio,loan_status
CUST112855,18,Employed,0.0,17439,577,1.5,4,4209,0,0,0,Credit Card,Education,7500,22.46,0.241,0.43,0.143,1
CUST112856,43,Employed,8.5,68495,736,5.1,416,18538,0,0,0,Personal Loan,Personal,4700,9.75,0.271,0.069,0.023,1
CUST112857,37,Student,1.9,15000,608,6.8,422,4960,0,0,0,Credit Card,Medical,1500,20.99,0.331,0.1,0.033,1
CUST112858,35,Employed,10.1,34541,651,6.3,88,22621,0,1,0,Credit Card,Education,40200,18.34,0.655,1.164,0.388,0
CUST112859,18,Self-Employed,1.0,237973,770,1.7,1944,125050,0,0,0,Personal Loan,Education,100000,9.77,0.525,0.42,0.14,1
CUST112860,54,Employed,1.8,53961,698,22.8,2542,12514,0,0,0,Credit Card,Personal,21400,17.69,0.232,0.397,0.132,1
CUST112861,28,Self-Employed,1.3,29555,609,0.9,367,8644,0,0,0,Credit Card,Education,21400,20.99,0.292,0.724,0.241,1
CUST112862,41,Employed,11.5,108657,651,19.5,36137,45492,0,0,0,Credit Card,Medical,64400,17.41,0.419,0.593,0.198,1
CUST112863,18,Self-Employed,1.0,44550,624,1.6,86,13016,0,0,0,Line of Credit,Personal,28900,12.71,0.292,0.649,0.216,1
CUST112864,32,Employed,11.7,19087,597,6.5,506,8205,0,0,1,Credit Card,Business,5000,21.09,0.43,0.262,0.087,0
CUST112865,38,Employed,6.8,15000,569,0.2,1,4474,0,2,0,Personal Loan,Home Improvement,26000,16.61,0.298,1.733,0.578,0
CUST112866,38,Employed,7.7,27358,526,14.2,247,7899,0,2,0,Line of Credit,Personal,17100,14.93,0.289,0.625,0.208,0
CUST112867,36,Employed,6.2,54806,535,6.8,787,22423,0,1,0,Credit Card,Medical,7500,21.98,0.409,0.137,0.046,0
CUST112868,40,Employed,11.8,63182,689,7.6,7129,14070,0,0,0,Credit Card,Education,21200,17.83,0.223,0.336,0.112,1
CUST112869,21,Self-Employed,1.0,23204,616,1.3,392,6406,0,2,0,Credit Card,Debt Consolidation,17100,20.31,0.276,0.737,0.246,0
CUST112870,37,Employed,17.0,79268,564,18.5,2826,30489,0,1,0,Credit Card,Debt Consolidation,65700,21.68,0.385,0.829,0.276,0
CUST112871,36,Employed,4.2,46247,737,1.8,602,3899,0,0,0,Personal Loan,Debt Consolidation,38600,11.22,0.084,0.835,0.278,0
CUST112872,37,Employed,17.1,37621,748,7.9,10790,19482,0,0,0,Personal Loan,Medical,23500,9.93,0.518,0.625,0.208,0
CUST112873,35,Employed,9.9,26838,657,15.1,320,12000,1,0,0,Personal Loan,Education,44200,12.92,0.447,1.647,0.549,0
CUST112874,19,Employed,0.7,28767,522,1.4,99,6726,1,1,0,Credit Card,Medical,27800,21.04,0.234,0.966,0.322,0
CUST112875,19,Employed,0.5,15000,490,1.8,33,6672,0,1,1,Line of Credit,Medical,6600,13.74,0.445,0.44,0.147,0
CUST112876,18,Employed,0.0,27778,655,0.5,76,13310,0,0,0,Credit Card,Medical,32800,17.57,0.479,1.181,0.394,0
CUST112877,44,Employed,10.2,39740,717,20.5,176,31792,0,0,0,Personal Loan,Business,60800,10.68,0.8,1.53,0.51,0
CUST112878,44,Employed,7.3,147142,644,21.0,1278,69598,0,2,0,Credit Card,Personal,10600,19.29,0.473,0.072,0.024,1
CUST112879,45,Student,1.0,15601,707,15.5,767,2829,0,0,0,Personal Loan,Home Improvement,19700,10.75,0.181,1.263,0.421,1
CUST112880,38,Employed,9.5,40021,676,11.7,1416,4680,0,0,0,Personal Loan,Personal,49600,11.39,0.117,1.239,0.413,1
CUST112881,18,Employed,0.0,24859,661,1.8,243,12945,0,0,0,Credit Card,Education,16900,18.37,0.521,0.68,0.227,0
CUST112882,22,Student,1.6,49305,685,1.0,1250,16070,0,0,0,Personal Loan,Education,92700,11.41,0.326,1.88,0.627,1
CUST112883,37,Student,1.4,15977,599,13.1,3528,6215,0,0,0,Line of Credit,Business,5000,13.15,0.389,0.313,0.104,0
CUST112884,36,Employed,5.2,15676,591,4.5,418,3873,0,0,0,Credit Card,Business,21600,21.96,0.247,1.378,0.459,0
CUST112885,32,Employed,2.8,53989,559,4.8,652,11932,0,0,1,Personal Loan,Education,63200,15.51,0.221,1.171,0.39,0
CUST112886,39,Employed,0.1,15221,696,3.9,65,2997,0,1,0,Personal Loan,Personal,27600,12.73,0.197,1.813,0.604,0
CUST112887,35,Employed,16.7,87610,701,6.2,1332,25195,0,0,0,Line of Credit,Business,26300,8.77,0.288,0.3,0.1,1
CUST112888,36,Self-Employed,5.6,93539,773,8.0,55631,58922,0,0,0,Credit Card,Home Improvement,29200,14.16,0.63,0.312,0.104,0
CUST112889,27,Student,1.2,15000,590,5.3,872,8298,1,0,0,Credit Card,Business,1500,21.18,0.553,0.1,0.033,0
CUST112890,46,Employed,20.9,56253,684,6.7,779,8337,0,0,0,Line of Credit,Medical,25700,9.47,0.148,0.457,0.152,1
CUST112891,29,Employed,2.3,48872,659,0.8,117,19191,0,2,0,Credit Card,Business,44100,17.14,0.393,0.902,0.301,0
CUST112892,19,Employed,0.7,15588,570,1.8,2,7519,0,0,1,Credit Card,Business,16300,21.26,0.482,1.046,0.349,0
CUST112893,25,Self-Employed,1.2,151623,722,4.6,128,44212,0,0,0,Line of Credit,Medical,22500,7.63,0.292,0.148,0.049,1
CUST112894,30,Self-Employed,1.7,178565,699,6.8,38426,46202,0,0,0,Credit Card,Home Improvement,70000,18.47,0.259,0.392,0.131,1
CUST112895,46,Employed,8.5,36851,760,7.8,787,8037,0,2,0,Line of Credit,Education,7700,7.42,0.218,0.209,0.07,1
CUST112896,34,Self-Employed,4.5,94335,670,7.4,3994,24311,0,0,0,Credit Card,Education,34000,18.26,0.258,0.36,0.12,1
CUST112897,32,Self-Employed,2.6,67647,699,10.8,948,14306,0,0,0,Credit Card,Personal,3400,17.46,0.211,0.05,0.017,1
CUST112898,20,Employed,0.9,15000,536,0.4,186,6616,0,1,1,Line of Credit,Medical,7600,13.18,0.441,0.507,0.169,0
CUST112899,44,Employed,16.1,31209,554,10.4,63,10361,0,1,0,Credit Card,Business,24600,22.11,0.332,0.788,0.263,0
CUST112900,27,Employed,8.3,36459,651,5.1,1428,11345,0,0,0,Personal Loan,Home Improvement,44800,11.21,0.311,1.229,0.41,1
CUST112901,33,Employed,10.5,28069,661,7.6,972,4956,0,0,0,Line of Credit,Medical,16400,10.48,0.177,0.584,0.195,1
CUST112902,52,Student,1.0,25200,691,12.3,622,9042,0,1,0,Credit Card,Medical,2500,18.29,0.359,0.099,0.033,1
CUST112903,41,Employed,12.4,31609,587,11.0,22,4660,0,0,0,Personal Loan,Personal,48500,16.93,0.147,1.534,0.511,0
CUST112904,18,Employed,0.0,19066,590,1.2,82,4735,0,0,2,Credit Card,Business,5500,22.29,0.248,0.288,0.096,0
CUST112905,18,Employed,0.0,29768,555,1.6,45,2587,0,1,0,Line of Credit,Personal,10400,14.6,0.087,0.349,0.116,0
CUST112906,34,Employed,11.9,57315,613,3.4,551,7908,1,0,0,Credit Card,Home Improvement,12800,19.86,0.138,0.223,0.074,0
CUST112907,20,Employed,1.3,15000,692,0.3,1,4186,0,0,0,Line of Credit,Business,5000,10.5,0.279,0.333,0.111,1
CUST112908,42,Employed,11.7,48339,649,13.6,134,6566,0,1,0,Credit Card,Debt Consolidation,41900,19.01,0.136,0.867,0.289,1
CUST112909,35,Employed,3.6,74128,708,3.2,201,16089,0,0,0,Personal Loan,Education,57400,9.63,0.217,0.774,0.258,1
CUST112910,36,Self-Employed,12.1,83965,641,12.8,851,5925,0,2,0,Personal Loan,Education,58800,13.37,0.071,0.7,0.233,1
CUST112911,26,Employed,1.6,38283,626,2.8,247,6529,0,0,0,Personal Loan,Education,64700,13.62,0.171,1.69,0.563,0
CUST112912,55,Employed,7.3,72870,666,22.3,1689,28676,0,0,0,Personal Loan,Personal,78100,12.6,0.394,1.072,0.357,1
CUST112913,69,Employed,5.9,50948,739,7.9,452,7072,0,0,0,Credit Card,Personal,18700,17.45,0.139,0.367,0.122,1
CUST112914,31,Employed,13.0,37989,702,12.2,7456,18963,0,0,0,Line of Credit,Debt Consolidation,10200,8.51,0.499,0.268,0.089,1
CUST112915,39,Employed,5.1,49980,645,12.5,7959,12793,0,2,0,Credit Card,Business,39400,19.16,0.256,0.788,0.263,1
CUST112916,36,Employed,15.3,89561,660,13.0,214,24924,0,1,0,Personal Loan,Home Improvement,43800,11.95,0.278,0.489,0.163,1
CUST112917,31,Employed,0.5,51522,532,10.7,5455,13779,1,1,0,Line of Credit,Education,24600,13.78,0.267,0.477,0.159,0
CUST112918,25,Employed,5.0,40941,666,1.1,47,4769,0,0,0,Personal Loan,Business,49000,12.69,0.116,1.197,0.399,0
CUST112919,21,Employed,0.1,18945,529,1.2,87,7163,0,2,0,Personal Loan,Education,3000,15.04,0.378,0.158,0.053,0
CUST112920,21,Student,1.2,19089,625,0.3,57,4838,0,0,0,Credit Card,Home Improvement,900,19.11,0.253,0.047,0.016,1
CUST112921,39,Employed,5.6,33712,693,5.7,2288,17941,0,0,0,Credit Card,Personal,35700,18.46,0.532,1.059,0.353,0
CUST112922,28,Employed,0.7,29590,605,7.4,90,6121,0,0,0,Credit Card,Education,35300,19.94,0.207,1.193,0.398,1
CUST112923,18,Self-Employed,1.0,66050,550,1.6,135,20810,0,0,2,Personal Loan,Home Improvement,100000,15.46,0.315,1.514,0.505,0
CUST112924,40,Self-Employed,3.1,54867,620,14.5,13805,19581,0,0,0,Personal Loan,Business,31100,14.91,0.357,0.567,0.189,1
CUST112925,34,Employed,3.5,34332,696,11.9,9652,12153,0,0,0,Credit Card,Personal,5200,18.57,0.354,0.151,0.05,1
CUST112926,51,Employed,22.7,51686,749,2.5,202,18560,0,0,0,Personal Loan,Business,16300,10.73,0.359,0.315,0.105,1
CUST112927,39,Employed,17.5,37568,673,0.7,29,11326,0,0,0,Credit Card,Home Improvement,40000,18.11,0.301,1.065,0.355,1
CUST112928,18,Employed,0.0,24307,631,1.2,2,3665,0,1,0,Line of Credit,Debt Consolidation,5000,12.85,0.151,0.206,0.069,0
CUST112929,18,Self-Employed,1.0,86770,614,1.2,1367,28057,0,1,0,Credit Card,Medical,24100,19.16,0.323,0.278,0.093,1
CUST112930,26,Employed,3.7,28652,544,8.0,610,2324,0,2,0,Personal Loan,Business,6800,15.2,0.081,0.237,0.079,0
CUST112931,27,Employed,4.2,35528,656,7.2,1010,21061,0,0,1,Credit Card,Medical,6700,18.55,0.593,0.189,0.063,0
CUST112932,46,Student,0.5,51690,628,10.1,1202,17363,0,0,0,Personal Loan,Home Improvement,19600,14.38,0.336,0.379,0.126,1
CUST112933,34,Employed,15.8,30992,740,2.1,3757,2894,0,0,0,Line of Credit,Debt Consolidation,23900,7.74,0.093,0.771,0.257,1
CUST112934,48,Self-Employed,17.7,102538,672,11.4,4172,7323,0,0,0,Credit Card,Business,70000,17.3,0.071,0.683,0.228,1
CUST112935,19,Employed,0.8,41693,611,0.1,3,14929,0,0,0,Credit Card,Business,20100,20.76,0.358,0.482,0.161,0
CUST112936,46,Employed,12.4,73870,659,2.8,1112,10905,0,0,0,Personal Loan,Education,55100,12.03,0.148,0.746,0.249,1
CUST112937,43,Employed,19.0,32862,589,17.2,803,6522,0,0,0,Line of Credit,Personal,29600,14.5,0.198,0.901,0.3,1
CUST112938,18,Employed,0.0,37478,713,1.9,1600,4648,0,0,0,Credit Card,Medical,35700,16.97,0.124,0.953,0.318,1
CUST112939,50,Employed,26.5,70643,674,4.0,76,27308,0,0,0,Line of Credit,Debt Consolidation,30000,9.23,0.387,0.425,0.142,1
CUST112940,36,Student,0.1,45364,699,15.3,240,26675,0,0,0,Credit Card,Medical,4500,18.86,0.588,0.099,0.033,0
CUST112941,39,Employed,0.9,66303,676,6.1,785,24179,0,0,0,Line of Credit,Business,36600,9.17,0.365,0.552,0.184,0
CUST112942,24,Employed,3.4,29900,661,3.7,63,5377,0,0,0,Personal Loan,Personal,22000,11.78,0.18,0.736,0.245,1
CUST112943,50,Employed,12.1,95317,634,11.5,2093,4049,0,3,0,Line of Credit,Home Improvement,50000,12.41,0.042,0.525,0.175,0
CUST112944,20,Student,1.6,15000,583,1.1,45,8115,0,1,1,Line of Credit,Personal,6600,14.25,0.541,0.44,0.147,0
CUST112945,44,Employed,4.3,39307,523,17.0,28632,21205,0,1,0,Line of Credit,Home Improvement,25600,13.51,0.539,0.651,0.217,0
CUST112946,44,Self-Employed,6.3,47491,653,15.8,5185,7780,0,0,0,Credit Card,Business,59500,17.9,0.164,1.253,0.418,1
CUST112947,23,Employed,2.1,15000,667,2.7,1217,2973,0,1,0,Personal Loan,Education,22600,11.82,0.198,1.507,0.502,1
CUST112948,58,Self-Employed,26.9,44080,702,13.3,126,12615,0,0,0,Line of Credit,Business,12300,8.53,0.286,0.279,0.093,1
CUST112949,37,Employed,2.5,36678,589,0.1,3,18781,0,1,1,Credit Card,Home Improvement,27400,21.03,0.512,0.747,0.249,0
CUST112950,42,Employed,18.6,39086,624,12.2,250,4552,1,1,0,Line of Credit,Education,15300,12.22,0.116,0.391,0.13,0
CUST112951,18,Employed,0.0,15000,699,0.4,62,12000,0,0,0,Line of Credit,Personal,12800,9.28,0.8,0.853,0.284,0
CUST112952,60,Employed,30.0,71287,693,12.1,1481,8146,0,0,0,Personal Loan,Medical,93500,11.88,0.114,1.312,0.437,1
CUST112953,20,Employed,1.1,25684,641,0.2,5,7634,0,2,0,Line of Credit,Education,13700,12.31,0.297,0.533,0.178,1
CUST112954,47,Student,1.1,15000,703,17.2,545,1293,0,1,0,Personal Loan,Medical,12500,10.63,0.086,0.833,0.278,1
CUST112955,23,Employed,0.8,53038,545,4.9,579,1503,0,1,0,Credit Card,Medical,4700,21.12,0.028,0.089,0.03,1
CUST112956,27,Student,0.9,43062,636,4.2,532,15124,0,1,0,Credit Card,Medical,4300,19.97,0.351,0.1,0.033,1
CUST112957,44,Employed,13.8,46758,624,13.9,20429,25126,0,0,0,Line of Credit,Education,22700,12.08,0.537,0.485,0.162,1
CUST112958,47,Employed,14.5,77449,724,26.2,7823,25284,1,2,0,Credit Card,Medical,12100,16.17,0.326,0.156,0.052,0
CUST112959,19,Employed,0.1,15000,531,1.0,37,4013,0,0,0,Personal Loan,Business,1000,16.32,0.268,0.067,0.022,0
CUST112960,48,Employed,4.6,42982,707,0.9,58,9168,0,0,0,Personal Loan,Education,81200,11.08,0.213,1.889,0.63,1
CUST112961,47,Self-Employed,7.0,16033,629,6.6,152,9298,0,2,0,Credit Card,Home Improvement,9400,19.98,0.58,0.586,0.195,0
CUST112962,23,Self-Employed,1.0,61953,622,1.6,64,34387,0,0,0,Personal Loan,Business,61400,13.65,0.555,0.991,0.33,0
CUST112963,54,Employed,5.8,40244,655,16.4,1132,11243,0,0,0,Line of Credit,Education,8000,9.89,0.279,0.199,0.066,1
CUST112964,18,Employed,0.0,23699,546,1.5,108,13839,0,5,0,Credit Card,Home Improvement,10600,22.68,0.584,0.447,0.149,0
CUST112965,27,Employed,3.1,61214,653,8.0,5273,16092,0,0,0,Personal Loan,Personal,97900,11.57,0.263,1.599,0.533,1
CUST112966,40,Self-Employed,12.4,27407,662,12.3,425,11858,0,0,0,Credit Card,Personal,5700,17.18,0.433,0.208,0.069,1
CUST112967,24,Employed,2.0,56378,665,3.9,2329,22022,0,0,0,Credit Card,Debt Consolidation,70000,17.82,0.391,1.242,0.414,0
CUST112968,38,Employed,14.0,28765,671,16.6,16838,11690,0,1,0,Line of Credit,Business,15700,10.34,0.406,0.546,0.182,0
CUST112969,37,Employed,2.9,49189,736,13.0,9749,13970,0,0,0,Credit Card,Education,15300,16.86,0.284,0.311,0.104,1
CUST112970,32,Employed,4.0,37517,600,11.5,569,5510,0,1,0,Credit Card,Home Improvement,40100,19.66,0.147,1.069,0.356,1
CUST112971,44,Employed,11.0,77723,762,22.5,6239,27289,0,0,0,Line of Credit,Medical,33100,7.59,0.351,0.426,0.142,1
CUST112972,32,Employed,3.7,38328,688,4.9,560,5345,0,0,0,Credit Card,Business,49700,18.22,0.139,1.297,0.432,1
CUST112973,37,Employed,3.5,26314,633,10.0,6491,2052,0,0,0,Personal Loan,Debt Consolidation,24300,14.2,0.078,0.923,0.308,1
CUST112974,48,Employed,29.2,126177,724,13.2,3458,29956,0,0,0,Personal Loan,Medical,12300,10.09,0.237,0.097,0.032,1
CUST112975,44,Employed,17.1,131778,772,19.4,26545,23627,0,0,0,Personal Loan,Personal,8100,8.05,0.179,0.061,0.02,1
CUST112976,44,Self-Employed,1.4,28839,571,4.0,122,6851,0,0,2,Credit Card,Personal,33600,21.64,0.238,1.165,0.388,0
CUST112977,21,Employed,0.6,41043,600,1.9,195,13602,0,2,0,Credit Card,Education,24000,20.97,0.331,0.585,0.195,1
CUST112978,41,Self-Employed,12.9,77750,801,9.0,7256,2398,0,0,0,Personal Loan,Home Improvement,100000,9.63,0.031,1.286,0.429,1
CUST112979,24,Employed,2.1,21807,654,2.1,16,2630,0,0,0,Personal Loan,Education,38500,12.17,0.121,1.765,0.588,1
CUST112980,19,Employed,0.5,15000,641,0.8,7,3525,0,0,0,Line of Credit,Medical,6900,12.78,0.235,0.46,0.153,1
CUST112981,34,Self-Employed,9.8,124950,774,11.9,3650,57364,0,0,0,Personal Loan,Personal,100000,9.09,0.459,0.8,0.267,1
CUST112982,24,Self-Employed,1.1,56632,558,1.5,146,20522,0,0,1,Personal Loan,Education,81100,16.65,0.362,1.432,0.477,0
CUST112983,44,Employed,16.7,71692,705,21.1,4272,28973,0,0,0,Credit Card,Home Improvement,65600,16.78,0.404,0.915,0.305,1
CUST112984,44,Employed,12.7,72484,705,12.3,1106,13808,0,0,0,Credit Card,Education,30000,16.67,0.19,0.414,0.138,1
CUST112985,18,Employed,0.0,15000,652,1.8,902,10612,0,0,0,Credit Card,Education,9300,18.24,0.707,0.62,0.207,0
CUST112986,25,Self-Employed,1.6,86386,492,5.4,3825,2410,0,1,1,Personal Loan,Home Improvement,88600,16.17,0.028,1.026,0.342,0
CUST112987,18,Employed,0.0,19386,509,1.8,2506,13752,0,0,0,Credit Card,Medical,13400,22.03,0.709,0.691,0.23,0
CUST112988,29,Employed,10.8,54765,664,5.6,459,14226,0,1,0,Line of Credit,Debt Consolidation,26300,9.32,0.26,0.48,0.16,1
CUST112989,40,Employed,2.8,31734,538,2.5,650,6433,0,0,2,Credit Card,Personal,25300,21.99,0.203,0.797,0.266,0
CUST112990,32,Self-Employed,7.7,236781,670,12.5,271,25546,0,1,0,Line of Credit,Business,45400,9.03,0.108,0.192,0.064,1
CUST112991,27,Self-Employed,2.8,91501,646,4.6,288,13861,0,1,0,Personal Loan,Home Improvement,100000,13.42,0.151,1.093,0.364,0
CUST112992,50,Employed,15.0,113204,671,29.5,2899,28882,0,0,0,Credit Card,Home Improvement,54800,18.89,0.255,0.484,0.161,1
CUST112993,18,Employed,0.0,15000,678,1.0,23,7761,0,0,0,Personal Loan,Debt Consolidation,12100,11.15,0.517,0.807,0.269,0
CUST112994,49,Employed,28.3,43795,555,4.5,1533,11952,0,1,0,Credit Card,Medical,47800,21.4,0.273,1.091,0.364,0
CUST112995,28,Employed,5.6,15000,552,5.2,1072,2612,0,0,0,Credit Card,Personal,16400,22.58,0.174,1.093,0.364,0
CUST112996,34,Employed,12.8,29552,636,4.9,168,11742,0,0,0,Credit Card,Home Improvement,38000,19.75,0.397,1.286,0.429,0
CUST112997,28,Employed,8.4,60807,669,3.7,330,16995,0,2,0,Credit Card,Personal,24500,18.67,0.279,0.403,0.134,1
CUST112998,53,Employed,22.7,70207,799,15.4,827,26757,0,0,0,Credit Card,Debt Consolidation,8800,14.81,0.381,0.125,0.042,1
CUST112999,20,Self-Employed,1.0,182752,743,1.0,9744,24261,0,0,0,Personal Loan,Debt Consolidation,60400,11.39,0.133,0.331,0.11,1
CUST113000,35,Employed,14.7,76116,549,9.1,722,33813,0,1,1,Credit Card,Medical,70000,22.71,0.444,0.92,0.307,0
CUST113001,41,Employed,1.2,97243,636,11.0,3141,14592,0,4,0,Personal Loan,Medical,2000,14.12,0.15,0.021,0.007,0
CUST113002,18,Employed,0.0,18682,599,0.7,12,3110,0,1,1,Line of Credit,Medical,10600,14.85,0.166,0.567,0.189,0
CUST113003,23,Employed,2.6,15000,692,2.3,148,3041,0,0,0,Personal Loan,Home Improvement,13600,12.66,0.203,0.907,0.302,1
CUST113004,33,Employed,4.0,26282,591,3.0,379,7056,0,1,0,Personal Loan,Debt Consolidation,9800,16.85,0.268,0.373,0.124,0
CUST113005,24,Employed,4.7,15000,761,3.0,144,5820,0,1,1,Credit Card,Personal,20200,14.48,0.388,1.347,0.449,1
CUST113006,25,Employed,2.1,20079,654,4.2,85,997,0,1,0,Personal Loan,Personal,17000,12.0,0.05,0.847,0.282,1
CUST113007,30,Employed,9.4,15000,636,0.3,0,8792,0,1,0,Personal Loan,Education,2400,13.33,0.586,0.16,0.053,0
CUST113008,42,Employed,21.9,39152,632,24.0,745,1706,0,1,0,Credit Card,Business,32700,20.2,0.044,0.835,0.278,1
CUST113009,30,Student,1.1,28493,701,1.4,80,6622,0,0,0,Line of Credit,Home Improvement,25400,7.55,0.232,0.891,0.297,1
CUST113010,47,Self-Employed,20.3,201582,691,10.8,20312,34233,0,0,0,Personal Loan,Home Improvement,98400,11.05,0.17,0.488,0.163,1
CUST113011,23,Self-Employed,1.0,73223,632,2.9,483,40646,0,3,0,Personal Loan,Education,52700,13.47,0.555,0.72,0.24,0
CUST113012,19,Self-Employed,1.0,97237,641,1.7,234,23506,0,2,0,Line of Credit,Medical,38100,11.97,0.242,0.392,0.131,1
CUST113013,58,Employed,22.7,169618,785,8.5,386,67621,0,0,0,Credit Card,Personal,29300,14.36,0.399,0.173,0.058,1
CUST113014,27,Employed,3.8,55829,622,7.6,5111,22282,0,0,0,Credit Card,Business,46400,20.83,0.399,0.831,0.277,1
CUST113015,19,Employed,0.4,32408,484,0.0,0,7225,0,1,0,Personal Loan,Medical,29900,16.98,0.223,0.923,0.308,0
CUST113016,18,Self-Employed,1.0,23806,626,0.2,5,4023,0,0,0,Credit Card,Debt Consolidation,28300,19.78,0.169,1.189,0.396,0
CUST113017,47,Employed,27.2,47919,576,14.1,9692,5175,1,6,0,Personal Loan,Business,48800,16.66,0.108,1.018,0.339,0
CUST113018,30,Employed,1.3,67786,489,7.9,4937,12905,0,0,0,Credit Card,Education,70000,22.82,0.19,1.033,0.344,0
CUST113019,31,Employed,3.8,44254,700,11.2,5907,9576,0,0,0,Line of Credit,Debt Consolidation,22600,8.98,0.216,0.511,0.17,1
CUST113020,33,Employed,7.1,30659,571,1.0,28,7616,0,1,0,Personal Loan,Education,41400,15.13,0.248,1.35,0.45,0
CUST113021,47,Employed,21.5,26978,671,19.9,2012,5187,0,0,0,Personal Loan,Personal,47200,12.1,0.192,1.75,0.583,1
CUST113022,32,Employed,8.8,37878,709,9.5,20458,12813,0,0,0,Credit Card,Personal,37700,15.66,0.338,0.995,0.332,1
CUST113023,63,Self-Employed,3.1,40051,711,16.4,3436,6553,0,0,0,Personal Loan,Medical,17500,11.33,0.164,0.437,0.146,1
CUST113024,36,Employed,0.8,75849,579,11.0,247,6354,0,0,0,Credit Card,Home Improvement,25900,22.61,0.084,0.341,0.114,0
CUST113025,47,Employed,16.6,28310,605,28.7,3285,10797,0,2,1,Credit Card,Medical,19200,20.95,0.381,0.678,0.226,0
CUST113026,44,Employed,0.3,111567,763,9.7,6329,22490,0,0,0,Credit Card,Medical,48000,15.9,0.202,0.43,0.143,1
CUST113027,34,Self-Employed,7.2,49480,663,4.6,2755,3255,0,0,0,Line of Credit,Personal,30700,10.87,0.066,0.62,0.207,1
CUST113028,27,Employed,1.6,44873,593,1.9,3251,11081,0,1,0,Credit Card,Medical,14900,21.44,0.247,0.332,0.111,0
CUST113029,38,Self-Employed,3.9,41303,604,19.7,15124,15105,0,1,0,Credit Card,Education,17700,19.74,0.366,0.429,0.143,1
CUST113030,41,Employed,4.1,39176,614,2.0,3161,13659,0,1,0,Line of Credit,Personal,13700,11.26,0.349,0.35,0.117,1
CUST113031,28,Self-Employed,4.9,26226,723,8.4,516,8293,0,1,0,Line of Credit,Business,13300,8.67,0.316,0.507,0.169,1
CUST113032,36,Self-Employed,7.2,101353,659,17.9,3021,29718,0,1,0,Credit Card,Personal,38200,18.93,0.293,0.377,0.126,1
CUST113033,49,Self-Employed,6.6,23273,656,7.0,1008,3859,0,0,0,Credit Card,Medical,8500,18.25,0.166,0.365,0.122,1
CUST113034,59,Employed,2.5,88120,772,24.2,85639,13914,0,0,0,Credit Card,Medical,70000,15.41,0.158,0.794,0.265,1
CUST113035,45,Employed,12.0,44519,672,11.4,884,13228,0,0,0,Personal Loan,Business,8100,11.69,0.297,0.182,0.061,1
CUST113036,57,Employed,20.6,54617,729,2.6,193,16521,0,2,0,Personal Loan,Medical,48000,11.23,0.302,0.879,0.293,1
CUST113037,27,Employed,5.3,15000,616,1.1,130,9498,0,2,0,Line of Credit,Business,5400,12.76,0.633,0.36,0.12,0
CUST113038,43,Student,0.2,78971,657,18.4,568,48944,0,0,0,Credit Card,Debt Consolidation,7900,17.11,0.62,0.1,0.033,0
CUST113039,51,Employed,12.4,37928,663,11.8,120,9467,0,0,0,Line of Credit,Personal,16200,9.08,0.25,0.427,0.142,1
CUST113040,24,Self-Employed,1.3,171970,572,1.0,363,106127,0,0,0,Personal Loan,Personal,100000,15.99,0.617,0.581,0.194,0
CUST113041,29,Student,0.7,60766,743,9.4,20839,16870,0,0,0,Personal Loan,Debt Consolidation,81200,10.18,0.278,1.336,0.445,1
CUST113042,55,Student,1.8,18436,614,2.1,1683,680,0,0,1,Personal Loan,Personal,15900,13.3,0.037,0.862,0.287,1
CUST113043,23,Self-Employed,1.0,23926,536,3.5,20,4084,1,4,0,Credit Card,Medical,3800,22.9,0.171,0.159,0.053,0
CUST113044,18,Employed,0.0,26310,610,1.9,63,8353,1,2,0,Credit Card,Home Improvement,10100,20.94,0.317,0.384,0.128,0
CUST113045,53,Employed,30.9,60002,607,4.8,1180,10705,0,0,0,Personal Loan,Personal,18300,14.3,0.178,0.305,0.102,1
CUST113046,49,Employed,0.1,25948,710,8.5,808,1947,0,0,0,Personal Loan,Home Improvement,13100,10.97,0.075,0.505,0.168,1
CUST113047,40,Employed,16.3,26635,535,14.2,19731,6473,0,4,1,Line of Credit,Home Improvement,7200,13.56,0.243,0.27,0.09,0
CUST113048,34,Employed,10.4,71215,722,1.8,151,48652,0,0,0,Credit Card,Debt Consolidation,3300,15.91,0.683,0.046,0.015,0
CUST113049,29,Employed,10.0,29272,633,9.9,262,3880,0,1,0,Personal Loan,Medical,32000,13.29,0.133,1.093,0.364,1
CUST113050,38,Employed,9.1,64071,671,5.7,1273,14635,0,0,0,Line of Credit,Personal,26300,9.88,0.228,0.41,0.137,1
CUST113051,53,Employed,33.5,68406,685,14.5,9403,29423,0,0,0,Personal Loan,Home Improvement,100000,12.99,0.43,1.462,0.487,1
CUST113052,37,Self-Employed,7.5,71201,683,2.7,54,34407,0,1,0,Credit Card,Medical,15500,18.46,0.483,0.218,0.073,1
CUST113053,61,Employed,2.6,52726,693,10.5,39,9020,0,0,0,Credit Card,Personal,32300,18.35,0.171,0.613,0.204,1
CUST113054,24,Self-Employed,1.8,101665,706,5.0,1528,23507,0,0,0,Line of Credit,Debt Consolidation,34900,8.27,0.231,0.343,0.114,1
